실제품명,대분류,중분류,카테고리태그,식재료명,브랜드
"무료배송 지케이푸드 사세 매콤 점보 닭다리 매콤한치킨 매콤한닭다리 스파이시치킨, 1.3kg, 1개 14%21,500원 18,450원 (100g당 1,419원) 2/11(수) 도착 예정 4.5 (927) 최대 923원 적립",,,,,
[양포어장] 청어 과메기 야채세트 (냉장),,,,,
[빙그레] 바나나맛 우유 라이트 (240mL X 4개),,,,,
[브레드가든] 바닐라 에센스 59ml,,,,,
"코다노 모짜렐라 슈레드 치즈 (냉동), 27g, 4개입, 1개 2,950원 (10g당 273원) 내일(일) 새벽 도착 보장 5 (1429) 최대 148원 적립",,,,,
안심이력제 통영 멸치 200g 3종 (택1),,,,,
[청정원] 햇살담은 두번달인 진간장 2종 (택1),,,,,
[미트엔조이] 엘본 스테이크 500g (냉장),,,,,
무항생제 한돈 육전용 등심 300g,,,,,
[라빈리커픽업][뱅베 내추럴특가] 구트오가우 테오도라 19 (와인),,,,,
"포스틱, 133g, 3개 6,150원 (10g당 154원) 내일(일) 도착 보장 5 (23308) 최대 308원 적립",,,,,
[와인앤모어픽업]투핸즈 날리 듀즈 ((와인)),,,,,
"꼭곡 씻어나온 저당균형 혼합8곡, 2kg, 1개 29%16,800원 11,900원 (100g당 595원) 내일(일) 도착 보장 5 (717) 최대 595원 적립",,,,,
"무료배송 한주소금 본소금, 1kg, 5개 9,890원 (100g당 198원) 2/10(화) 도착 예정 5 (7687) 최대 495원 적립",,,,,
[밀크치즈랜드] 우유 100% 스트링 치즈 (18g X 10입+1입),,,,,
[르까도드마비] 모카번 크루아상 90g,,,,,
[오뚜기] 육개장 컵 6입,,,,,
"무료배송 장수왕 짠돌이땅콩(짭짤이) /조미땅콩 간식 안주 중부시장도매 견과류, 1kg, 2개 13%20,000원 17,380원 (100g당 869원) 2/10(화) 도착 예정 4.5 (596) 최대 869원 적립",,,,,
"무료배송 으뜸 세탁물헹굼전용 식초, 3개, 1.8L 할인14%15,030원 12,860원 (10ml당 24원) 2/10(화) 도착 예정 5 (3209) 최대 636원 적립",,,,,
[파스퇴르] 가나초콜릿우유 (190mL X 24개),,,,,
[잭링크스] 비프 스틱 오리지널 144g (12g*12개입),,,,,
[CU 픽업] 레드브레스트12년,,,,,
[허브&스파이스마켓] 페페로치노 홀 95g (중대형),,,,,
[농심] 신라면 소컵 6입,,,,,
[안유성 명장] 가매일식 모듬 해물탕,,,,,
[카누] 미디엄 커피 캡슐 9.5g X 10개 2종(택1)(카누머신 전용),,,,,
[전통주] 토끼소주 블랙 (40도 375mL),,,,,
"곰곰 완숙 토마토, 1.5kg, 1개 8,050원 (100g당 537원) 내일(일) 새벽 도착 보장 4.5 (192973) 최대 403원 적립",,,,,
[남양] 마시는 불가리스 플레인 (150mL X 4개),,,,,
"무료배송 백설 포도씨유, 500ml, 2개 할인17%10,700원 8,800원 (100ml당 880원) 2/11(수) 도착 예정 5 (41986) 최대 440원 적립",,,,,
"무료배송 [재구매1등] 영동 상주 곶감 가정용 실속형, 1개, 달달쫀득 곶감 500g 쿠폰할인51%30,000원 14,700원 (100g당 2,940원) 2/13(금) 도착 예정 5 (35) 최대 735원 적립",,,,,
[윤서울] 김도윤 셰프의 국내산 오리불고기,,,,,
[종근당건강] 아임비타 마그네슘샷 (10일분),,,,,
[투다리] 푸짐한 김치어묵 우동전골,,,,,
[우물우물] 바른 진미 오징어채,,,,,
"비비고 한우사골곰탕, 500g, 6개 57%21,000원 8,940원 (100g당 298원) 내일(일) 도착 보장 4.5 (18097) 최대 447원 적립",,,,,
[빙그레] 요플레 제로 플레인 400g,,,,,
"올가홀푸드 ORGA 발아 옥수수차, 500g, 1개입, 1개 10,500원 (10g당 210원) 내일(일) 도착 보장 5 (3254) 최대 525원 적립",,,,,
[라빈리커픽업][말띠 에디션] 몽그라스 데이원 까베르네 소비뇽 (와인),,,,,
[그레인온] 르셀란테 파로효소 선물세트,,,,,
[CU 픽업] 까테나 자파타 알타말벡,,,,,
[애슐리] 시그니처 큐브 스테이크 200g(냉동),,,,,
"곰곰 훈제 연어 슬라이스 (냉동), 500g, 1개 16,690원 (100g당 3,338원) 내일(일) 새벽 도착 보장 5 (7411) 최대 835원 적립",,,,,
"비비고 직화 들기름김, 2개 36%12,960원 8,220원 (10g당 761원) 내일(일) 도착 보장 5 (2848) 최대 411원 적립",,,,,
[쿠위] 탑후르츠 젤리 복숭아맛 320g,,,,,
[프롬잇] 프로틴칩 6종 (택1),,,,,
"무료배송 농장에서 수확한 완숙토마토 정품 1.5kg, 1개, 정품 완숙토마토 1.5kg 쿠폰할인65%30,000원 10,500원 (100g당 700원) 2/10(화) 도착 예정 4.5 (565) 최대 525원 적립",,,,,
[페이장브레통] 크레페 오리지널 (30g X 12개입),,,,,
[하인즈] 유기농 토마토 케찹 580g,,,,,
"무료배송 1kg+1kg 프리미엄 건조 블루베리 무설탕 건조 블루베리 무설탕 건블루베리 100%, 100g × 2개 × 100g × 2개, 2개, 100g 할인63%30,600원 11,110원 (100g당 5,555원) 3/3 도착 예정 4 (126) 최대 555원 적립",,,,,
[풀무원] 얄피꽉찬 육즙교자 400g X 2개입,,,,,
[크루돌리오] 유기농 버진 아보카도 오일 250mL,,,,,
"무료배송 베지밀 달콤한 두유 비, 950ml, 12개 26,090원 (100ml당 229원) 2/11(수) 도착 예정 5 (69631) 최대 1,305원 적립",,,,,
"광천김 소문난 두번 구운 김밥김, 22g, 1개 4,090원 (10g당 1,859원) 내일(일) 새벽 도착 보장 4.5 (10603) 최대 205원 적립",,,,,
[오뚜기] 연겨자 100g,,,,,
"비비고 진한 김치만두 (냉동), 200g, 1개 32%4,900원 3,300원 (100g당 1,650원) 내일(일) 새벽 도착 보장 5 (23043) 최대 165원 적립",,,,,
"청정원 매운갈비 양념, 500g, 1개 8%3,790원 3,480원 (100g당 696원) 내일(일) 새벽 도착 보장 5 (894) 최대 174원 적립",,,,,
"맑은물에 참 좋은 국산콩 100% 순두부, 400g, 2개 2,900원 (100g당 363원) 내일(일) 새벽 도착 보장 5 (119379) 최대 145원 적립",,,,,
[다미아노] 100% 유기농 아몬드 스프레드 180g,,,,,
[필라델피아] 큐브 치즈케이크 580g,,,,,
[면사랑] 쫄깃한 쌀 떡국떡 1kg (지퍼백),,,,,
"무료배송 미트리 닭가슴살 볼 7종 혼합 14팩(각2팩), 100g, 14개 할인43%35,000원 19,910원 (100g당 1,422원) 2/10(화) 도착 예정 5 (10097) 최대 995원 적립",,,,,
[슈퍼키친] 홈 파티 음식 골라담기 9종 (택1),,,,,
[트렉클멘츠] 수제 후레쉬 칠리잼 210g,,,,,
[윤서울] 김도윤 셰프의 인기 불고기 3종(택1),,,,,
[비비고] 수제진한김치만두 400Gx2개입,,,,,
[파아프] 템페,,,,,
[CU 픽업] 아이덴티티핑크레몬,,,,,
"무료배송 소르미 구워먹는 치즈 200g x 3팩 60개입 저염 모짜렐라치즈 자연치즈, 3개 할인32%28,100원 18,940원 (10g당 316원) 2/10(화) 도착 예정 4.5 (1075) 최대 947원 적립",,,,,
"칠레산 체리, 300g, 2팩 9,700원 (100g당 1,617원) 내일(일) 새벽 도착 보장 4 (4720) 최대 485원 적립",,,,,
"가가호호 농사꾼 신동진쌀, 특등급, 10kg, 1개 34,900원 (100g당 349원) 내일(일) 도착 보장 4.5 (18108) 최대 1,745원 적립",,,,,
"롯데햄 알뜰 소시지, 500g, 2개 4,590원 (10g당 46원) 내일(일) 새벽 도착 보장 5 (24595) 최대 230원 적립",,,,,
[마이산] 스카이 플레이크 크래커 마늘맛 800g,,,,,
[프레스샷] 프레스샷 마그코어 (10일분),,,,,
"국내산 우리곡물 23곡 크리스피롤, 660g, 1박스 16%13,000원 10,800원 (10g당 164원) 내일(일) 도착 보장 5 (666) 최대 540원 적립",,,,,
[면사랑] 중화면 230g x 5입 (개별 포장),,,,,
"풀무원 다진마늘 용기, 260g, 1개 3%8,980원 8,710원 (10g당 335원) 내일(일) 새벽 도착 보장 5 (15853) 최대 435원 적립",,,,,
"더네이처 레몬, 3kg, 1개 16,900원 (100g당 563원) 내일(일) 새벽 도착 보장 4.5 (930) 최대 795원 적립",,,,,
[연세] 뼈를 생각한 고칼슘 두유 호두아몬드 (190mL X 24개),,,,,
"해통령 멸치 해물 다시팩, 16g, 20개입, 1개 11,900원 (10g당 372원) 내일(일) 새벽 도착 보장 5 (6821) 최대 545원 적립",,,,,
[FROYA] 항공직송 노르웨이 생연어 2종 (택1),,,,,
"믹스밀 바로 끓여먹는 마녀스프용 채소 (냉동), 1kg, 1개 13,490원 (100g당 1,349원) 내일(일) 새벽 도착 보장 5 (1785) 최대 675원 적립",,,,,
[목우촌] 주부9단 로스구이,,,,,
"유명산지 경남단감 대과 5입, 1.08kg, 1개 5,790원 (100g당 536원) 내일(일) 새벽 도착 보장 4.5 (20865) 최대 290원 적립",,,,,
[와인앤모어픽업](W&M ONLY)레큐아 루비 포트 ((와인)),,,,,
[CU 픽업] 블루넌아이스와인375ml,,,,,
[설악젤라또] 설악 로컬 미니컵 100mL 6종 (택1),,,,,
[HBAF] 시그니처 팝콘 골라담기 7종 (택1),,,,,
[티어스] 쌍화차 오리진 (20g X 12개),,,,,
"무료배송 [마지막물량특가] 반값행사 벌꿀먹은 꿀부사 못난이사과, 1박스, 5kg 쿠폰할인35%30,900원 19,900원 (100g당 398원) 품절 3.5 (56)",,,,,
"올프레시 키조개 관자살 개아지 살 (냉동), 1개, 500g 12,100원 (100g당 2,420원) 내일(일) 새벽 도착 보장 5 (1408) 최대 605원 적립",,,,,
"국내산 미나리, 200g, 1개 4,490원 (100g당 2,245원) 내일(일) 새벽 도착 보장 4.5 (28425) 최대 225원 적립",,,,,
[디어파인] 라즈베리 그릭요거트,,,,,
[영심] 해조류 5종 (냉장),,,,,
우리밀 전통약과 (30g X 6개),,,,,
"무료배송 연세두유 뼈를 생각한 고칼슘 호두 & 아몬드, 190ml, 48개 19%27,000원 21,740원 (100ml당 238원) 2/13(금) 도착 예정 4.5 (92240) 최대 1,087원 적립",,,,,
[다담] 우렁강된장 양념 2종 (택1),,,,,
"오설록 제주 말차 밀크티 분말스틱, 20g, 10개입, 1개 쿠폰할인24%15,000원 11,310원 (10g당 566원) 내일(일) 도착 보장 새 상품, 반품-미개봉 (10) 최저10,740원 5 (530) 최대 565원 적립",,,,,
[선물세트] 덴프스 트루바이타민 액티브 x 4박스 (120일분),,,,,
[감코리아] [선물세트] 곶감 쏙 치즈 시리즈 세트,,,,,
"광동진한헛개차, 500ml, 24개 27%28,900원 20,940원 (100ml당 175원) 내일(일) 도착 보장 새 상품, 반품-미개봉 (17) 최저18,420원 5 (77671) 최대 1,047원 적립",,,,,
[포베라] 순수 비타민D 드롭 (100일분),,,,,
[발투센] 유기농 콩 병조림 2종,,,,,
"국내산 샤브샤브용 버섯 모듬, 800g, 1개 8,140원 (100g당 1,018원) 내일(일) 새벽 도착 보장 5 (18166) 최대 407원 적립",,,,,
[면사랑] 스파게티 170gx5개입 (개별포장),,,,,
[삼도갈비] 마늘양념 돼지갈비 400g (냉동),,,,,
[유동] 자연산골뱅이 400g,,,,,
"해표 참진한 들기름, 320ml, 1개 8,120원 (10ml당 254원) 내일(일) 도착 보장 5 (13737) 최대 406원 적립",,,,,
[사미헌] 맑은 곰탕,,,,,
"봄날인터내셔널 햇고구마를 구워만든 군고구마 말랭이, 60g, 5개 8,500원 (100g당 2,833원) 내일(일) 도착 보장 4.5 (3049) 최대 425원 적립",,,,,
[26년 설] [CU 픽업] 청도감와인세트,,,,,
[CU 픽업] 토카이푸르민트,,,,,
[와피노] 미니 초코콘  대용량 박스 700g,,,,,
"바다원 명엽채 (냉동), 500g, 1개 6,900원 (100g당 1,380원) 내일(일) 새벽 도착 보장 4.5 (1551) 최대 310원 적립",,,,,
"대구농산 건강한 밥상 검정찰보리 블랙보리, 4kg, 1개 12,980원 (100g당 325원) 내일(일) 도착 보장 4.5 (3724) 최대 649원 적립",,,,,
"다향 꼬들꼬들 토종닭 훈제 슬라이스, 2개, 500g 쿠폰할인6%15,980원 14,980원 (100g당 1,498원) 내일(일) 새벽 도착 보장 4.5 (1127) 최대 649원 적립",,,,,
[청우] 그랑쉘 사과 195g (10입),,,,,
[빙그레] 더위사냥 (140mL X 10개),,,,,
[매일] 마이 카페라떼 그린 210mL X 10개입 2종(택1),,,,,
[본죽] 시그니처 장조림 2종,,,,,
[선물세트] 삼다원 녹 (녹용고 환),,,,,
[제주 성이시돌목장] 유기농 후레쉬 미니 모짜렐라 치즈 120g,,,,,
[학림다방] 블렌딩 원두 3종(택1),,,,,
"무료배송 황토마을 햇 볶음아몬드 구운아몬드 1kg 1팩, 1개 40%25,000원 14,800원 (100g당 1,480원) 2/11(수) 도착 예정 4.5 (5423) 최대 740원 적립",,,,,
"농심 안성탕면 125g, 5개 3,680원 (1개당 736원) 내일(일) 새벽 도착 보장 5 (38741) 최대 184원 적립",,,,,
[네이처메이드] 웰블렌즈 스트레스 완화&릴렉스 (30일분),,,,,
"국내산 냉이, 1개 4,980원 (100g당 3,320원) 내일(일) 새벽 도착 보장 4.5 (6520) 최대 249원 적립",,,,,
[오뚜기] 뿌셔뿌셔 바베큐맛 90g,,,,,
[벨베리] 핑크 자몽잼 215g,,,,,
[바다숲] 입자가 고운 감태분말,,,,,
"고야 슬라이스드 블랙 올리브 절임, 344g, 1개 3,980원 (10g당 116원) 내일(일) 새벽 도착 보장 5 (3589) 최대 199원 적립",,,,,
[농협] 쌀전병 160g 3종 (택 1),,,,,
[김미떡] 현미 가래떡 480g,,,,,
[부르본] 랑그드샤 블란츌 믹스 124g,,,,,
[차오차이] 시추안 마라탕 500g,,,,,
[선물세트] 유명산지 사과세트 3.8kg (14~15입),,,,,
[선물세트][전통주] 제이엘 오미나라 고운달 오크 52도 500mL 오크통 숙성,,,,,
11brix이상 AI가 선별한 서귀포 감귤 1.5kg (비가림),,,,,
"바른곡물 국산 서리태, 2kg, 1개 17,900원 (100g당 895원) 내일(일) 도착 보장 4.5 (5058) 최대 895원 적립",,,,,
"무료배송 삼양 임꺽정 떡갈비 1.2kg 대용량 급식용 반찬 업소용 냉동 즉석조리 식당, 1개 9%16,500원 14,910원 (100g당 1,243원) 2/12(목) 도착 예정 5 (3329) 최대 745원 적립",,,,,
[CU 픽업] 미켈레레오르메,,,,,
"하루견과 퍼플 믹스넛, 20g, 30개 21,900원 (100g당 3,650원) 내일(일) 도착 보장 5 (998) 최대 1,095원 적립",,,,,
[투마루] 밤 파이만쥬 4구,,,,,
[블랑제리코팡] 우유 앙금 소금빵 (65g X 3개),,,,,
"비비고 김밥김, 22g, 2개 26%7,960원 5,830원 (10g당 1,325원) 내일(일) 도착 보장 5 (24200) 최대 291원 적립",,,,,
[오뚜기]컵밥_고추참치마요덮밥(즉석국),,,,,
"코스트코 커클랜드 무지방 그릭요거트 907g x 2개 할인4%17,050원 16,250원 (10g당 90원) 2/11(수) 도착 예정 4.5 (15191) 최대 813원 적립",,,,,
"지평선 농협에서 만든 동진찹쌀, 3kg, 1개 12,800원 (100g당 427원) 내일(일) 도착 보장 4.5 (8702) 최대 640원 적립",,,,,
[뉴오리진] 프로바이오틱스 100억 유산균 (30일분),,,,,
[밀잇] 프로틴 단백질 쉐이크 파우치 7개입 5종 (택1),,,,,
[라빈리커픽업] 깔루아 (리큐르),,,,,
[오레오] 딸기 크림 100g,,,,,
[플라이밀] 프로틴 단백질 쉐이크 파우치 13종 (45g x 7개입) (택1),,,,,
[CU 픽업] 칸티모스카토다스티,,,,,
"난각1번 올계 동물복지 자연방사 유정란, 10구, 1개 10,810원 (1구당 1,081원) 내일(일) 새벽 도착 보장 4.5 (16119) 최대 540원 적립",,,,,
"청정원 이탈리아 정통 스파게티면, 500g, 2개 17%6,400원 5,310원 (100g당 531원) 내일(일) 새벽 도착 보장 5 (19631) 최대 265원 적립",,,,,
[26년 설] [CU 픽업] 와일드터키 레어브리드,,,,,
"남양유업 GT 슈퍼제로 락토프리 맛있는 우유, 900ml, 2개 5,180원 (100ml당 288원) 내일(일) 새벽 도착 보장 5 (12269) 최대 259원 적립",,,,,
"담터 꿀유자차 믹스, 22g, 10개, 2개 13%9,800원 8,460원 (10g당 192원) 내일(일) 도착 보장 4.5 (556) 최대 423원 적립",,,,,
"광천해저김 김자반 볶음, 50g, 2개 2%6,000원 5,830원 (10g당 583원) 내일(일) 새벽 도착 보장 5 (1573) 최대 291원 적립",,,,,
"곰곰 이스라엘 자몽, 2kg, 1개 9,600원 (100g당 480원) 내일(일) 새벽 도착 보장 4.5 (4966) 최대 480원 적립",,,,,
"세미원 자숙대두 (냉동), 500g, 2개 11,000원 내일(일) 새벽 도착 보장 5 (2322) 최대 550원 적립",,,,,
[농협두부] 내린천 원당 연두부 160g*6개입,,,,,
[밀레의 공방] 페스츄리 약과 200g,,,,,
[온하루] 한우연근조림,,,,,
[선물세트] 프릳츠 콜드브루&유리잔 세트,,,,,
"무료배송 25년 햅쌀 100% 국산 상황버섯쌀 면역관리 베타글루칸 폴리페놀, 2개, 5kg 할인43%160,000원 89,880원 (100g당 899원) 2/13(금) 도착 예정 4.5 (281) 최대 4,494원 적립",,,,,
[금룡각] 중화 간짜장볶음밥 (2개입),,,,,
[오쏘몰X사브르] 이뮨 (7일분) + 사브르 디저트(스푼+포크)세트 (쇼핑백증정),,,,,
"무료배송 해동 짱구김 식탁용특대 구운김 도시락김 머치바잉, 40g, 5개 13,560원 (10g당 678원) 2/10(화) 도착 예정 5 (1200) 최대 678원 적립",,,,,
[크라운] 과일맛 마이쮸 2종 (택1),,,,,
[비비슨] 올웨이즈 핏 애플 사이다 비니거 구미 60개입,,,,,
"더존건강 더조은 한끼곤약젤리 복숭아 10개입, 1.5kg, 1개 5,900원 (10g당 39원) 내일(일) 도착 보장 새 상품, 반품-미개봉 (3) 최저5,600원 4.5 (14066) 최대 295원 적립",,,,,
[정관장] 홍삼정 농축분말 (30일분),,,,,
"무료배송 머거본 꿀땅콩, 300g, 4개 13,550원 (100g당 1,129원) 2/10(화) 도착 예정 5 (137) 최대 678원 적립",,,,,
"유명산지 경남단감 대과 5입, 1.08kg, 2개 11,230원 (100g당 520원) 내일(일) 새벽 도착 보장 4.5 (20865) 최대 561원 적립",,,,,
"필라델피아 크림치즈, 190g, 1개입, 3개 쿠폰할인4%13,360원 12,750원 (10g당 224원) 내일(일) 새벽 도착 보장 5 (98948) 최대 638원 적립",,,,,
[KF365] 무항생제 닭가슴살 슬라이스 구이 400g,,,,,
"비비드키친 저당 치폴레소스, 265g, 1개 4,900원 (100g당 1,849원) 내일(일) 새벽 도착 보장 5 (5137) 최대 219원 적립",,,,,
"맛젤 라임, 70g 내외, 3개 4,190원 (100g당 1,995원) 내일(일) 새벽 도착 보장 4.5 (6946) 최대 210원 적립",,,,,
"무료배송 [오늘의돼지] 칼집 양념 목살 왕구이, 600g, 4개 할인31%27,900원 19,000원 (100g당 792원) 2/11(수) 도착 예정 4 (358) 최대 950원 적립",,,,,
"불가리스 요거트 플레인 + 딸기 + 복숭아, 85g, 10개입, 1세트 6,680원 (10g당 79원) 내일(일) 새벽 도착 보장 5 (16464) 최대 334원 적립",,,,,
"이롬 과채습관 퍼플, 190ml, 16개 9,600원 (100ml당 316원) 내일(일) 도착 보장 5 (33420) 최대 480원 적립",,,,,
[듀오락] 골드 하루한포 (30일분),,,,,
[근대골목단팥빵] 생크림단팥빵 3종 세트 420g,,,,,
[CU 픽업] 캡틴모건750ml,,,,,
[한강식품] 당면사리가 들어있는 경상도식 순살 찜닭 600g (냉장),,,,,
"더미식 장인라면 얼큰한맛 116g, 4개 36%8,800원 5,630원 (1개당 1,408원) 내일(일) 도착 보장 4.5 (22863) 최대 281원 적립",,,,,
[방방곡곡] 제주식 고기국수 (2인분),,,,,
"첫맛 떡볶이 양념 분말 순한맛, 1kg, 1개 5%11,800원 11,130원 (10g당 111원) 내일(일) 도착 보장 4.5 (5110) 최대 529원 적립",,,,,
"국내산 로메인, 250g, 2개 5,850원 (100g당 1,170원) 내일(일) 새벽 도착 보장 4.5 (51969) 최대 293원 적립",,,,,
[수미과] 레몬 슬라이스 (120g),,,,,
"자연애찬 무항생제 인증 백색 대란, 15구, 1개 5,990원 (1구당 399원) 내일(일) 새벽 도착 보장 5 (3319) 최대 300원 적립",,,,,
"비비드키친 저칼로리 치킨양념소스, 320g, 1개 20%4,100원 3,250원 (100g당 1,016원) 내일(일) 새벽 도착 보장 5 (788) 최대 163원 적립",,,,,
[키움정] 키움정 (30일분),,,,,
[라 파브리카] 이탈리아 IGP 그라냐노 명가 파스타 5종,,,,,
[정관장] 아이패스M (30일분) + (쇼핑백증정),,,,,
[오뚜기] 옛날자른당면 2종 (택1),,,,,
[안유성 명장] 궁중 삼계탕,,,,,
"무료배송 삼삼컬리 부드러운 대용량 황태채 고담백, 1kg, 1개 24%44,900원 33,900원 (100g당 3,390원) 2/10(화) 도착 예정 4.5 (2497) 최대 1,695원 적립",,,,,
"정성가득 맛있는 찹쌀호떡 (냉동), 70g, 10개입, 1개 13,490원 (10g당 193원) 내일(일) 새벽 도착 보장 4.5 (1988) 최대 575원 적립",,,,,
"무료배송 참미소떡국 참미소 두번 반죽한 떡국떡, 2kg, 1개 쿠폰할인20%9,600원 7,640원 (100g당 382원) 2/10(화) 도착 예정 4.5 (6297) 최대 382원 적립",,,,,
[헤이오트] 국산 유기농 오트밀 1kg,,,,,
[카필라노] 마누카 기프트 세트 MGO 30+ 500g,,,,,
[정관장] 에브리타임 리미티드 (30일분) + (쇼핑백증정),,,,,
[커피빈] 바닐라 라떼 파우더 스틱 (21.6g X 12입),,,,,
[속초 세렝게티커피] 티그레 6종 (택1),,,,,
[햇반] 발아현미밥 210g (8입),,,,,
[종근당건강] 락토핏 골드 유산균 (150일분),,,,,
"무료배송 진짜 서문시장 땅콩빵, 64개, 6g 할인35%19,800원 12,800원 (10g당 333원) 2/11(수) 도착 예정 4.5 (142) 최대 640원 적립",,,,,
"풀무원 50% 당을 낮춘 새콤달콤 유부초밥, 310g, 1개 23%6,480원 4,980원 (100g당 1,606원) 내일(일) 새벽 도착 보장 5 (709) 최대 249원 적립",,,,,
[아카페라] 심플리 디카페인 (400mL X 4병),,,,,
"코코프레시 100% 코코넛워터, 200ml, 24개 28%19,500원 13,900원 (100ml당 290원) 내일(일) 도착 보장 5 (5576) 최대 695원 적립",,,,,
[하이포크] 한돈 급냉 바로구이 관자살 300g (냉동),,,,,
[미트엔조이] 미국산 초이스 토마호크 스테이크 600g (냉장),,,,,
유기농 고수 30g,,,,,
[나폴레옹] 쇼콜라비스큐슈니탱 385g,,,,,
"베리필드 컬리플라워 라이스 (냉동), 1kg, 1개 6,990원 (100g당 699원) 내일(일) 새벽 도착 보장 5 (6908) 최대 350원 적립",,,,,
[CU 픽업] 노비볼레 로마냐 로사토,,,,,
[의성眞] 시나노골드 사과3kg (11~12입),,,,,
[라빈리커픽업]오리지널 비어 불락 스타우트 (맥주),,,,,
[위아바임] 이뮨 바이탈 솔루션 (7일분),,,,,
[선물세트][모모스커피] 시그니처 버라이어티 드립백 세트 28개입,,,,,
[CU 픽업] 제임슨700ml,,,,,
[CU 픽업] 롱보드라거병355ml*24병,,,,,
[연세우유] 슈레드 모짜렐라&체다 치즈 (60g X 4입),,,,,
"무료배송 씨드믹스 1kg+1kg, 2개, 1kg 25%22,800원 16,900원 (100g당 845원) 2/10(화) 도착 예정 4.5 (345) 최대 845원 적립",,,,,
[와인앤모어픽업]까테나 자파타 알라모스 말벡 ((와인)),,,,,
[락토온] 서울약사신협 프로바이오틱스 생유산균 골드 2.5g (100일분),,,,,
[데르뜨] 떠먹는 젤리 복숭아 (큰컵),,,,,
클래식 우유 식빵 420g,,,,,
"그릭데이 시그니처, 450g, 1개 14,000원 (10g당 311원) 내일(일) 새벽 도착 보장 5 (101312) 최대 700원 적립",,,,,
[서대문 평양옥] 닭칼국수 (2인분),,,,,
[김재규우리떡연구소] 제주해풍 팥쑥떡 (70g X 7개),,,,,
탑마루 익산 꿀 밤고구마 1.5kg,,,,,
[테라로사] 강릉블렌드 원두 250g,,,,,
"해태제과 홈런볼 초코, 41g, 4개 4,600원 (10g당 280원) 내일(일) 새벽 도착 보장 5 (18801) 최대 230원 적립",,,,,
[한국야쿠르트] 발효유 엠프로 키즈 (105mL X 5개),,,,,
[전통주] 미르아토 크리스마스 트리 로제와인 (12도 370mL),,,,,
[김소영 아티장의 안단테] 사토리 메를로 벨라비타노,,,,,
[세노비스] 달맞이꽃종자유(30일분),,,,,
"백설 숯불구이맛 김밥햄, 110g, 1개 3,060원 (100g당 2,782원) 내일(일) 새벽 도착 보장 5 (6439) 최대 153원 적립",,,,,
"곰곰 국내산 못난이 깐밤, 1개, 500g 14,800원 (100g당 2,960원) 내일(일) 새벽 도착 보장 4.5 (61) 최대 740원 적립",,,,,
무농약 원료 다진 연근 110g,,,,,
[하루두유] 블랙 스위트 국산 서리태 콩물두유 (150mL X 15개),,,,,
[슬로우글로우] 브로메리로트 S7 30포,,,,,
